,0
0,0.942028985508
1,0.933333333333
2,0.875
3,0.966536964981
4,1.0
5,0.875
6,0.875
7,1.0
8,0.625
9,0.920454545455
10,0.789473684211
11,0.958333333334
12,1.0
13,0.772727272728
14,0.79534883721
15,0.730769230769
16,0.0
17,0.846153846154
18,1.0
19,0.857142857143
20,1.0
21,0.581395348837
22,0.835443037976
23,0.399624765478
24,1.0
25,0.941666666667
26,0.755555555556
27,0.769230769231
28,0.566325369739
29,1.0
30,0.333333333333
31,0.692307692308
32,0.254545454545
33,0.784313725491
34,0.964285714286
35,0.866666666667
36,0.516194331984
37,1.0
38,0.75
39,1.0
40,0.5
41,1.0
42,0.977941176471
43,1.0
44,0.913833992095
45,0.984615384616
46,0.971428571428
47,0.833333333334
48,0.790909090909
49,0.859504132232
50,0.666666666667
51,0.975
52,0.975
53,0.923076923077
54,0.774193548387
55,0.571428571429
56,0.833333333333
57,0.698529411765
58,0.80795287187
59,0.969696969697
60,0.885416666667
61,0.82369735903
62,1.0
63,0.948979591836
64,1.0
65,0.988158899923
66,1.0
67,0.785714285714
68,0.980221518987
69,0.428571428571
70,1.0
71,0.8
72,0.842105263158
73,0.740740740741
74,1.0
75,0.937304075235
76,1.0
77,0.714285714286
78,1.0
79,1.0
80,0.678571428572
81,0.821428571429
82,0.892561983471
83,1.0
84,0.455757575758
85,0.972222222221
86,0.977777777777
87,0.996666666667
88,1.0
89,0.902255639098
90,1.0
91,0.236111111112
92,0.816326530613
93,0.403
94,1.0
95,1.0
96,0.842105263158
97,0.85
98,0.714285714286
99,0.806666666666
100,0.655813953489
101,1.0
102,1.0
103,0.7728026534
104,0.982142857143
105,0.976351351352
106,0.90909090909
107,1.0
108,1.0
109,1.0
110,1.0
111,1.0
112,0.833333333334
113,0.3
114,0.881410256411
115,1.0
116,0.571428571429
117,1.0
118,0.595041322314
119,1.0
120,1.0
121,1.0
122,0.667233560091
123,0.785714285715
124,0.800000000001
125,0.888888888889
126,1.0
127,0.958380202475
128,0.777777777778
129,1.0
130,1.0
131,0.81
132,1.0
133,1.0
134,0.923611111111
135,0.959183673469
136,1.0
137,0.909090909091
138,0.941176470588
139,1.0
140,0.747692307693
141,0.882352941176
142,1.0
143,1.0
144,1.0
145,0.800000000001
146,1.0
147,0.95652173913
148,0.777777777778
149,1.0
150,0.769230769231
151,1.0
152,1.0
153,1.0
154,0.961352657005
155,1.0
156,0.490909090909
157,0.923076923077
158,0.858237547893
159,0.579196217495
160,1.0
161,0.928779069767
162,0.995551161641
163,0.705882352942
164,1.0
165,1.0
166,1.0
167,1.0
168,1.0
169,0.571428571429
170,0.666666666667
171,0.6
172,1.0
173,0.957264957266
174,1.0
175,1.0
176,0.714285714286
177,0.833333333334
178,1.0
179,0.342857142857
180,1.0
181,0.0434782608696
182,0.619047619048
183,0.939453125
184,0.94387755102
185,0.833333333334
186,1.0
187,1.0
188,1.0
189,1.0
190,0.596731681603
191,0.610256410257
192,0.656565656566
193,0.9375
194,0.55
195,0.8
196,0.9
197,1.0
198,1.0
199,1.0
200,1.0
201,0.944444444444
202,1.0
203,1.0
204,0.777777777778
205,0.925093632959
206,0.960869565218
207,0.179419525066
208,0.576623376624
209,0.6
210,1.0
211,1.0
212,0.684210526316
213,0.642857142858
214,1.0
215,0.980392156863
216,0.969230769231
217,0.666666666667
218,1.0
219,0.957871396896
220,1.0
221,0.847723704867
222,0.766666666667
223,0.888888888889
224,0.972058244786
225,0.4
226,0.979591836735
227,0.962962962963
228,0.758333333333
229,0.928571428571
230,0.906666666666
231,0.956043956044
232,0.944444444445
233,1.0
234,0.905511811024
235,0.875
236,0.973969631236
237,0.867469879518
238,0.961538461539
239,1.0
240,1.0
241,1.0
242,0.947368421054
243,1.0
244,0.618181818182
245,0.514285714285
246,1.0
247,1.0
248,1.0
249,0.166666666667
250,0.99787685775
251,0.521739130434
252,1.0
253,0.714285714286
254,0.857142857143
255,1.0
256,0.694444444445
257,0.897435897436
258,0.793269230769
259,0.769230769231
260,0.582417582417
261,0.466666666666
262,0.907407407408
263,1.0
264,0.642857142857
265,0.666666666667
266,0.958974358974
267,0.524475524475
268,0.874999999999
269,1.0
270,0.760180995476
271,0.764705882353
272,0.463887636106
273,0.533333333333
274,0.776014109348
275,1.0
276,1.0
277,1.0
278,1.0
279,0.527472527472
280,0.926470588236
281,0.826446280992
282,0.933333333334
283,1.0
284,0.934782608696
285,0.884792626728
286,0.7
287,1.0
288,1.0
289,0.84
290,0.72
291,1.0
292,1.0
293,0.87750900669
294,1.0
295,0.888461538461
296,0.665114112715
297,1.0
298,0.66
299,1.0
300,0.846153846154
301,1.0
302,1.0
303,0.854961832061
304,0.793103448276
305,1.0
306,1.0
307,1.0
308,1.0
309,0.857142857144
310,0.934640522876
311,0.983516483516
312,0.382113821138
313,1.0
314,0.76530612245
315,1.0
316,0.625
317,0.633403361345
318,1.0
319,0.9
320,1.0
321,0.875
322,1.0
323,0.952380952382
324,0.8
325,1.0
326,0.7
327,1.0
328,0.9
329,0.945
330,0.666666666667
331,0.75
332,0.867346938777
333,0.816216216216
334,0.506583506583
335,1.0
336,0.857142857143
337,0.972222222222
338,0.714285714286
339,0.909090909091
340,0.96
341,0.9375
342,0.933333333333
343,0.891818181818
344,0.926470588235
345,1.0
346,1.0
347,0.946305156832
348,0.950657894737
349,0.987012987013
350,0.761904761904
351,1.0
352,1.0
353,0.935483870968
354,1.0
355,0.761904761905
356,0.875
357,0.903225806452
358,0.944444444444
359,1.0
360,1.0
361,0.825870646766
362,1.0
363,1.0
364,0.789473684211
365,0.980769230769
366,0.972222222222
367,0.714285714286
368,0.925
369,0.9
370,1.0
371,0.883771929824
372,0.699915469146
373,0.964285714286
374,0.6
375,0.944444444445
376,0.278846153846
377,0.715
378,1.0
379,0.964285714286
380,0.707142857143
381,1.0
382,1.0
383,0.661403508772
384,0.757575757576
385,1.0
386,0.642857142857
387,0.833333333333
388,0.944852941176
389,1.0
390,0.892156862745
391,0.888888888889
392,1.0
393,1.0
394,0.916666666667
395,0.489795918367
396,0.495918367347
397,1.0
398,0.635869565217
399,0.6
400,0.933333333333
401,0.960227272727
402,0.8
403,0.809523809524
404,0.636363636364
405,0.81245394252
406,0.625
407,1.0
408,1.0
409,0.450292397661
410,0.723684210527
411,1.0
412,1.0
413,0.555555555556
414,0.333333333333
415,1.0
416,1.0
417,0.555555555556
418,1.0
419,0.822490706319
420,1.0
421,1.0
422,0.818181818182
423,1.0
424,0.876623376623
425,0.777777777778
426,0.616666666666
427,1.0
428,1.0
429,0.816326530613
430,1.0
431,0.3
432,1.0
433,0.816816816817
434,1.0
435,0.888888888889
436,1.0
437,1.0
438,0.777777777778
439,0.395348837209
440,0.68
441,0.707317073171
442,1.0
443,0.981818181818
444,0.814814814815
445,0.9375
446,0.933333333333
447,1.0
448,1.0
449,1.0
450,1.0
451,1.0
452,0.857142857143
453,1.0
454,1.0
455,1.0
456,1.0
457,0.875
458,0.909090909091
459,0.547008547008
