,0
0,0.92046478726
1,0.985236353913
2,0.887886001158
3,0.821993199552
4,0.938770151383
5,1.0
6,1.0
7,0.881688222322
8,0.979205688809
9,0.87598549762
10,0.843455324907
11,0.931154435654
12,0.995035281007
13,1.0
14,0.979624928488
15,1.0
16,1.0
17,0.805240223227
18,0.90075336114
19,1.0
20,0.609303684396
21,0.737626837183
22,0.943021709442
23,0.916895606822
24,1.0
25,1.0
26,1.0
27,0.916550082465
28,1.0
29,0.981845367631
30,0.969728238199
31,0.805054391696
32,0.979631275597
33,1.0
34,0.982490368026
35,0.812706262
36,1.0
37,0.991022926806
38,1.0
39,0.962017180119
40,0.947825409155
41,0.830568485411
42,0.870679830967
43,0.92302040534
44,0.896710796745
45,0.99294359639
46,1.0
47,0.981776446196
48,0.993016622859
49,0.682585097583
50,1.0
51,0.996662752911
52,1.0
53,0.989463341879
54,0.980077306933
55,0.824571923028
56,1.0
57,1.0
58,0.965006213714
59,1.0
60,1.0
61,0.939539000048
62,1.0
63,0.83832433333
64,0.971081147418
65,1.0
66,0.971056936669
67,0.961020814375
68,0.845639225561
69,0.980157490809
70,0.956345675009
71,0.981312600076
72,0.930664479942
73,0.752032428215
74,0.995586238373
75,0.826240710288
76,0.96794578885
77,0.906139392467
78,1.0
79,0.992307275707
80,0.841523637817
81,0.991523651643
82,0.975028483273
83,0.912322099572
84,1.0
85,0.927665407906
86,0.709285302076
87,0.870105591605
88,0.609365799989
89,1.0
90,0.996854994047
91,1.0
92,1.0
93,0.843421513547
94,0.829547566113
95,0.963171569761
96,1.0
97,0.928992811093
98,0.965798641249
99,0.928983876714
100,1.0
101,0.681684075257
102,0.84198805063
103,0.993110506118
104,1.0
105,0.818486581906
106,1.0
107,1.0
108,0.998571383852
109,0.928676192975
110,0.867429421893
111,0.99512237881
112,1.0
113,1.0
114,0.999142069816
115,1.0
116,0.902796707875
117,1.0
118,1.0
119,0.869083667086
120,0.912398483119
121,0.941025520339
122,0.9522189675
123,0.884441088378
124,0.986138457704
125,0.93315494435
126,0.844586207706
127,0.997576878082
128,1.0
129,0.945899064285
130,0.971143719438
131,0.85182746092
132,1.0
133,0.976629303113
134,0.811690409497
135,1.0
136,0.833534353786
137,1.0
138,0.98175839169
139,0.985993474081
140,0.855061827566
141,0.843686484996
142,0.997578113446
143,0.993891464554
144,1.0
145,1.0
146,0.951433855305
147,0.946672128278
148,0.974642449137
149,0.858621653792
150,0.728049484475
151,0.978459769325
152,0.979886477686
153,0.998058579754
154,0.706478070326
155,0.848157320763
156,1.0
