,0
0,0.849984205302
1,0.875263040252
2,0.993002118119
3,0.802828355216
4,0.992250624632
5,0.952488279161
6,0.944108003058
7,0.837148254101
8,0.938705342355
9,0.877542332504
10,0.377729863359
11,0.984851164248
12,0.935923903924
13,0.761722060291
14,0.927168931187
15,0.880177322509
16,0.61473573386
17,0.965046550808
18,0.941956885019
19,0.966215711237
20,0.951455676355
21,0.777230799877
22,0.920480954806
23,0.901665042269
24,0.996116788955
25,0.775806765732
26,0.865125247186
27,0.73080083399
28,0.787598590238
29,0.644378519148
30,0.876239447841
31,0.888154143402
32,0.792741533375
33,0.591205824032
34,0.971924168945
35,0.980678005974
36,0.842029932258
37,0.959034837173
38,0.989018019728
39,0.717340121677
40,0.753350282988
41,0.932153435129
42,0.927094492308
43,0.962378598857
44,0.966657919789
45,0.859527011214
46,0.784342412368
47,0.883298294734
48,0.865419895899
49,0.856697489461
50,0.841668151211
51,0.988898859921
52,0.768281260637
53,0.970212525034
54,0.920334869474
55,0.817680092036
56,0.976694985467
57,0.957039853463
58,0.974653119815
59,0.91915420173
60,0.936195633903
61,0.873721219539
62,0.984783653998
63,0.991446678895
64,0.984644968006
65,0.942546895577
66,0.958272829446
67,0.755390592521
68,0.821652581485
69,0.880242940145
70,0.959969650225
71,0.969162332408
72,0.715008632567
73,0.864581204882
74,1.0
75,0.90089338863
76,1.0
77,0.984448810447
78,0.976365687217
79,0.841143783934
80,0.910505677711
81,0.973015809358
82,0.972142014564
83,1.0
84,0.82194436086
85,0.825380231129
86,0.987564514735
87,0.954591198975
88,0.775902775951
89,0.941716710821
90,0.980302644451
91,0.584645732656
92,0.768378592402
93,0.76183212382
94,0.979256949682
95,0.932600595743
96,0.745720264271
97,0.878517423679
98,0.659555345047
99,0.926905526309
100,1.0
101,0.969136778481
102,0.958658358254
103,0.970532937729
104,0.89570138599
105,0.922077654602
106,1.0
107,0.890159801463
108,0.96624799371
109,0.909127013522
110,0.910713528095
111,0.917097920559
112,0.970130430982
113,0.725344904294
114,0.658533366553
115,0.740811556231
116,0.799204809116
117,0.991000916797
118,0.805118542164
119,1.0
120,1.0
121,0.746519950053
122,0.705621707769
123,0.908544653823
124,0.919701251424
125,0.671907382336
126,0.79861350482
127,0.805266016523
128,0.839701910403
129,1.0
130,1.0
131,0.797766082614
132,0.913759693052
133,1.0
134,0.978605685421
135,0.940641556779
136,0.938924271072
137,0.93059877535
138,0.977641543134
139,1.0
140,0.875630050897
141,0.986784579319
142,0.887690507925
143,1.0
144,0.965741076205
145,0.828610868944
146,0.84001399439
147,0.738205852447
148,0.736946975543
149,0.970319552821
150,0.907103635063
151,0.962233458366
152,0.887469069953
153,0.94635357803
154,0.953591654078
155,0.828089219058
156,0.73940549805
157,0.636101812256
158,0.956712207723
159,0.90095324422
160,0.978233544618
161,0.985591702069
162,0.961845147278
163,0.825357659493
164,1.0
165,0.91255810703
166,0.809466559393
167,0.978649967925
168,0.915326222731
169,0.694438270371
170,0.867853559047
171,0.593750349362
172,0.938616197797
173,0.914038417614
