,0
0,0.856161197368
1,0.805337483224
2,1.0
3,0.803281570016
4,0.819899835751
5,1.0
6,0.905809147989
7,1.0
8,1.0
9,0.913278496439
10,0.919216590957
11,1.0
12,0.877580797387
13,1.0
14,0.990710406778
15,0.695139366955
16,1.0
17,1.0
18,0.91499286928
19,1.0
20,0.86614053341
21,0.930677972611
22,0.986084878409
23,1.0
24,0.814494063704
25,0.893685431171
26,0.677161576199
27,0.928910559628
28,0.67418961695
29,0.697765181211
30,0.984758230075
31,0.983318073721
32,1.0
33,0.732423484186
34,0.775264167733
35,1.0
36,0.516290283804
37,0.633937249862
38,1.0
39,1.0
40,0.916638252988
41,1.0
42,0.884143274095
43,0.964487854303
44,0.640444120722
45,1.0
46,0.68437772214
47,0.69138676726
48,0.920848327862
49,0.995169501494
50,0.823602284204
51,0.956460218293
52,0.961725779082
53,0.844204918717
54,0.857735287353
55,1.0
56,1.0
57,0.763707752565
58,1.0
59,0.864043973372
60,0.795497659146
61,0.778416973548
62,0.869926746916
63,1.0
64,0.928990199228
65,0.87624599608
66,0.969913234949
67,0.989018019728
68,0.961438692609
69,0.713641079368
70,0.973569417087
71,0.978129766517
72,1.0
73,0.809177729339
74,1.0
75,0.943589617166
76,0.954001976091
77,1.0
78,0.986173751829
79,0.754886455196
80,0.911945469194
81,0.888907768299
82,1.0
83,1.0
84,0.649135505715
85,0.865777535801
86,0.906938650664
87,0.893049667513
88,1.0
89,0.864861983352
90,1.0
91,1.0
92,0.898270939293
93,0.971719208078
94,1.0
95,0.516269814439
96,1.0
97,0.831311055061
98,0.977466536087
99,1.0
100,0.959459199135
101,0.902074391542
102,0.949334212223
103,0.957202252704
104,1.0
105,1.0
106,0.965925729959
107,1.0
108,0.939684630202
109,1.0
110,0.917451119393
111,1.0
112,0.803557722767
113,1.0
114,0.60462290912
115,0.928134968791
116,1.0
117,0.606001363819
118,1.0
119,0.657243936382
120,1.0
121,0.913964674646
122,0.942766161515
123,1.0
124,0.735154427939
125,1.0
126,0.904083429501
127,0.779407482195
128,0.87143241748
129,0.724888182407
130,1.0
131,0.948088372655
132,0.899258552869
133,1.0
134,1.0
135,0.586141461834
136,0.865710483781
137,0.775187530948
138,0.86673854936
139,0.784888235064
140,0.917455415895
141,0.897223228614
142,0.946409499708
143,0.71220054614
144,0.812984708059
145,0.792474253164
146,0.973894744733
147,1.0
148,0.81348974446
149,0.948479929301
150,0.992553500981
151,0.75873466816
152,1.0
153,0.863982447854
154,0.76394764019
155,0.548950725364
156,0.744184051042
157,0.974483912597
158,1.0
159,0.776709417727
160,0.908612173032
161,1.0
162,0.737802101239
163,1.0
164,0.840031431946
165,0.787360693719
166,0.946977603125
167,1.0
168,0.891275692282
169,1.0
170,0.814598707348
171,0.606319124708
172,0.935939465582
173,0.914556101843
174,0.685818060102
175,0.991535806155
176,0.666570763962
177,0.567816777951
178,1.0
179,0.936651038881
180,1.0
181,0.934656218322
182,0.605729190531
183,1.0
184,0.943699641083
185,0.84529398955
186,0.772604575713
187,0.776682061992
188,0.726337093408
189,0.650589615663
190,1.0
191,0.771495547654
192,1.0
193,0.994145235422
194,1.0
195,0.921624138279
196,1.0
197,0.601330555324
198,0.928815093704
199,0.911157808239
200,0.644986893394
201,0.93419932954
202,0.791823115281
203,0.86315442277
204,1.0
205,0.818560300798
206,1.0
207,0.988873809824
208,0.728023849148
209,1.0
210,0.854399812391
211,0.836832283019
212,0.844536462264
213,0.852729319363
214,0.759420731881
215,0.849200843452
216,0.375270776114
217,1.0
218,0.717964662821
219,1.0
220,0.584396182979
221,1.0
222,0.943779875091
223,0.804054073567
224,1.0
225,0.803374128128
226,1.0
227,0.978012658548
228,0.913830205867
229,0.830457079272
230,0.938392316368
231,0.960679955167
232,0.912460959571
233,0.866045521361
234,1.0
235,1.0
236,0.842370301053
237,0.764511784085
238,0.977684257989
239,0.731566004297
240,0.893861779457
241,0.728562585973
242,1.0
243,1.0
244,0.992276217762
245,1.0
246,0.434051792325
247,0.730123358936
248,1.0
249,1.0
250,1.0
251,0.832311190117
252,0.958280854142
253,1.0
254,0.890602978914
255,1.0
256,0.458691607091
257,0.682830363894
258,0.650946759253
259,1.0
260,0.950741316981
261,0.952157353962
262,0.937480636913
263,0.940625275787
264,0.824423070265
265,0.816849602422
266,0.823196051932
267,0.636709159337
268,1.0
269,1.0
270,1.0
271,0.834514643461
272,0.869432298134
273,0.695483795859
274,1.0
275,1.0
276,1.0
277,0.938766425763
278,0.945379425251
279,0.608874162946
280,0.704477948171
281,0.902389168498
282,0.643067067015
283,0.983925617999
284,1.0
285,0.844811838032
286,1.0
287,0.779002321271
288,1.0
289,0.849711418958
290,0.847318809771
291,0.633092847694
292,1.0
293,1.0
294,0.548017409849
295,1.0
296,1.0
297,0.876138885652
298,0.858387613218
299,0.890043606683
300,0.987915651474
301,0.739815399149
302,0.74171360856
303,0.886857507412
304,1.0
305,1.0
306,0.964511784084
307,0.87298443001
