,0
0,0.825876355964
1,0.965352726415
2,0.872046084609
3,0.607305797647
4,0.933858299528
5,1.0
6,1.0
7,0.803179325265
8,0.961529336088
9,0.883661031304
10,0.655074420088
11,0.77943737552
12,0.973004931051
13,1.0
14,0.932512599397
15,1.0
16,1.0
17,0.81879761604
18,0.876438136279
19,1.0
20,0.44610267329
21,0.608196047617
22,0.938299665419
23,0.824952005306
24,1.0
25,1.0
26,1.0
27,0.815760709637
28,1.0
29,0.955756281123
30,0.934457069719
31,0.610108783392
32,0.952488279161
33,1.0
34,0.982490368026
35,0.625412523999
36,1.0
37,0.991022926806
38,1.0
39,0.890853546286
40,0.912669792224
41,0.830568485411
42,0.870679830967
43,0.822570001716
44,0.792411229137
45,1.0
46,1.0
47,0.953730269078
48,0.961957438022
49,0.409384005626
50,1.0
51,0.996396608547
52,1.0
53,0.956397733351
54,0.899027604123
55,0.726455129735
56,1.0
57,1.0
58,0.970341704175
59,1.0
60,1.0
61,1.0
62,1.0
63,0.829931090904
64,0.971081147418
65,1.0
66,0.942997799254
67,0.971786768639
68,0.726967925172
69,0.980157490809
70,0.954993100719
71,0.951429384701
72,0.894418398134
73,0.682503906947
74,1.0
75,0.71108132868
76,0.960031255572
77,0.792834064354
78,1.0
79,0.971847615959
80,0.841523637817
81,0.97999506491
82,0.975028483273
83,0.795544258964
84,1.0
85,0.839909677892
86,0.659416711155
87,0.787718451568
88,0.45013242669
89,1.0
90,0.980815002675
91,1.0
92,1.0
93,0.726011709446
94,0.65823874047
95,0.938975706909
96,1.0
97,0.925104299817
98,0.961670456151
99,0.876109213963
100,1.0
101,0.714051939125
102,0.940719054328
103,0.976861215298
104,1.0
105,0.622927477686
106,1.0
107,1.0
108,0.998417115241
109,0.928676192975
110,0.711018171081
111,0.99512237881
112,1.0
113,1.0
114,0.99533029267
115,1.0
116,0.809440349112
117,1.0
118,1.0
119,0.76755081627
120,0.775666145741
121,0.899078989852
122,0.842737379481
123,0.743489370478
124,0.997271898135
125,0.929731339355
126,0.696261590577
127,0.98629411669
128,1.0
129,0.871540483242
130,0.997501840685
131,0.76045375468
132,1.0
133,0.945700890469
134,0.749362531567
135,1.0
136,0.727525066146
137,1.0
138,0.969719577475
139,0.981675266654
140,0.728504452346
141,0.756422789516
142,1.0
143,0.991730604601
144,1.0
145,1.0
146,0.91239458263
147,0.928608149652
148,0.974642449137
149,0.682001572648
150,0.585643572842
151,0.975375587992
152,0.955439805006
153,0.99795984704
154,0.511927373591
155,0.659810741171
156,1.0
157,0.752581432638
158,1.0
159,0.834838559829
160,0.985268637349
161,0.875088590131
162,1.0
163,1.0
164,0.707431500001
165,0.983474184056
166,0.938573201267
167,0.700912975814
168,1.0
169,0.613143338186
170,1.0
171,1.0
172,1.0
173,1.0
174,0.994728210912
175,0.857586534444
176,0.923976474448
177,0.79617548979
178,1.0
179,0.94963725562
180,1.0
181,0.545582839106
182,0.931601913508
183,0.700705671153
184,0.941499106221
185,0.661059066633
186,1.0
187,0.946304086793
188,0.660634048285
189,1.0
190,1.0
191,0.946085388683
192,1.0
193,1.0
194,0.978182899853
195,0.839578538764
196,0.862298737274
197,0.763589184927
198,1.0
199,1.0
200,0.914739944583
201,0.754737744931
202,1.0
203,0.709475827646
204,1.0
205,0.611267549288
206,0.584287607727
207,0.997169747574
208,0.985636701342
209,0.821680955221
210,1.0
211,0.925956940475
212,0.694649738298
213,0.469055285434
214,1.0
215,1.0
216,0.918977818789
217,0.941186469331
218,0.384500659325
219,0.698463493684
220,0.928711590386
221,1.0
222,0.951223872117
223,0.967332446934
224,1.0
225,0.972114829469
226,1.0
227,1.0
228,0.838694090026
229,0.779638151109
230,0.820777004796
231,0.850282755176
232,0.685057306804
233,1.0
234,1.0
235,0.535619473881
236,0.679455953562
237,1.0
238,0.648241116156
239,1.0
240,0.977393115606
241,0.764447952622
242,1.0
243,0.4118567887
244,0.939798418222
245,1.0
246,0.923123748698
247,1.0
248,1.0
249,0.85793917962
250,1.0
251,0.652889835735
252,0.86487240826
253,0.77535301079
254,1.0
255,0.823095439263
256,1.0
257,0.779576335391
258,0.493413631994
259,0.989694412688
260,0.966928008387
261,0.606795343885
262,0.721656599459
263,1.0
264,0.698368172541
265,1.0
266,0.997725521027
267,0.688896829343
268,0.986746707325
269,0.936852817754
270,0.865022145624
271,1.0
272,0.778205794228
273,0.948139386783
274,0.954934073552
275,0.816042971588
276,0.901837823154
277,0.868827064636
278,0.862617874225
279,1.0
280,0.960859734594
281,0.799418344332
282,0.500444610214
283,0.727876105893
284,1.0
285,0.970954809415
286,0.862187890278
287,0.352428473055
288,0.760283353498
289,0.981185731872
290,0.979083437679
291,1.0
292,1.0
293,0.903125652891
294,0.628938874369
295,1.0
296,0.574237974265
297,0.967120676364
298,0.294077096112
